LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
EA19,BCI,AMPLITUD,LTRENDIDX,M,2016-03,100.4604,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2016-04,100.4524,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2016-05,100.4416,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2016-06,100.4526,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2016-07,100.4645,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2016-08,100.5126,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2016-09,100.6577,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2016-10,100.8059,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2016-11,100.941,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2016-12,101.109,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2017-01,101.2635,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2017-02,101.4006,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2017-03,101.4983,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2017-04,101.6064,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2017-05,101.7298,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2017-06,101.8714,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2017-07,102.0034,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2017-08,102.1334,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2017-09,102.3233,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2017-10,102.503,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2017-11,102.6204,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2017-12,102.6691,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2018-01,102.6282,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2018-02,102.489,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2018-03,102.3335,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2018-04,102.247,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2018-05,102.1525,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2018-06,102.067,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2018-07,101.9509,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2018-08,101.8687,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2018-09,101.8219,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2018-10,101.7366,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2018-11,101.605,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2018-12,101.3626,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2019-01,101.0767,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2019-02,100.8111,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2019-03,100.5527,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2019-04,100.3075,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2019-05,100.1322,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2019-06,99.88801,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2019-07,99.681,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2019-08,99.57687,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2019-09,99.46813,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2019-10,99.46162,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2019-11,99.57159,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2019-12,99.70736,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2020-01,99.71444,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2020-02,99.12549,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2020-03,97.66318,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2020-04,95.9425,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2020-05,95.68642,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2020-06,96.51632,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2020-07,97.66269,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2020-08,98.62739,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2020-09,99.26516,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2020-10,99.65001,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2020-11,99.87193,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2020-12,100.162,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2021-01,100.5007,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2021-02,100.9695,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2021-03,101.5263,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2021-04,102.0838,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2021-05,102.576,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2021-06,103.0059,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2021-07,103.3302,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2021-08,103.4835,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2021-09,103.5632,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2021-10,103.6017,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2021-11,103.5991,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2021-12,103.5604,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2022-01,103.4231,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2022-02,103.1521,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2022-03,102.6881,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2022-04,102.3133,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2022-05,102.0572,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2022-06,101.8453,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2022-07,101.5092,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2022-08,101.1686,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2022-09,100.9062,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2022-10,100.7497,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2022-11,100.7072,
EA19,BCI,AMPLITUD,LTRENDIDX,M,2022-12,100.7917,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2003-02,99.74853,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2003-03,99.56445,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2003-04,99.49664,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2003-05,99.63494,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2003-06,99.85332,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2003-07,99.98028,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2003-08,99.88929,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2003-09,99.68064,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2003-10,99.49167,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2003-11,99.42472,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2003-12,99.45542,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2004-01,99.55574,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2004-02,99.71945,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2004-03,99.91795,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2004-04,100.133,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2004-05,100.355,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2004-06,100.5637,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2004-07,100.7318,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2004-08,100.84,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2004-09,100.9338,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2004-10,101.0713,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2004-11,101.2858,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2004-12,101.5043,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2005-01,101.6137,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2005-02,101.5229,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2005-03,101.3344,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2005-04,101.182,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2005-05,101.1671,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2005-06,101.2586,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2005-07,101.4192,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2005-08,101.6274,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2005-09,101.8281,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2005-10,101.9496,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2005-11,101.9273,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2005-12,101.8066,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2006-01,101.6252,
CAN,BCI,AMPLITUD,LTRENDIDX,M,2006-02,101.3929,
